container_length_m,container_width_m,container_height_m,container_volume_m3,total_boxes,small_box_count,large_box_count,total_box_volume_m3,irregular_parts_count,pallet_pattern,packing_orientation,weight_limit_kg,total_weight_kg,cube_utilisation_pct
12.0,2.35,2.39,67.39800000000001,278,228,50,32.33330110635145,0,mixed,WHL,29000,9699.990331905436,49.74
5.9,2.35,2.39,33.137350000000005,59,47,12,8.681133100549,0,brick,mixed,28000,2604.3399301646996,26.49
5.9,2.35,2.39,33.137350000000005,130,119,11,11.875339714426524,12,stacked,LWH,28000,3562.6019143279573,33.77
12.0,2.35,2.39,67.39800000000001,102,85,17,13.319198760429625,0,stacked,LWH,29000,3995.7596281288875,19.98
12.0,2.35,2.39,67.39800000000001,115,67,48,22.986824178861408,0,brick,WHL,29000,6896.047253658422,35.16
12.0,2.35,2.39,67.39800000000001,261,227,34,26.594571076470046,0,pinwheel,LWH,29000,7978.371322941014,38.82
12.0,2.35,2.39,67.39800000000001,160,125,35,26.17644852244134,0,stacked,WHL,29000,7852.934556732403,38.69
5.9,2.35,2.39,33.137350000000005,228,198,30,25.58085927150319,0,brick,WHL,28000,7674.257781450957,76.85
5.9,2.35,2.39,33.137350000000005,271,239,32,13.942540012499999,17,mixed,mixed,28000,4182.762003749999,42.59
12.0,2.35,2.39,67.39800000000001,236,228,8,22.163210592733726,0,stacked,mixed,29000,6648.963177820118,32.69
12.0,2.35,2.39,67.39800000000001,180,172,8,7.405670617718993,0,pinwheel,LWH,29000,2221.701185315698,12.49
5.9,2.35,2.39,33.137350000000005,74,51,23,20.358001796699128,0,stacked,LWH,28000,6107.400539009738,62.09
12.0,2.35,2.39,67.39800000000001,187,154,33,20.369671660919835,0,brick,LWH,29000,6110.901498275951,30.91
12.0,2.35,2.39,67.39800000000001,324,297,27,23.474044614825395,8,mixed,LWH,29000,7042.213384447618,35.41
12.0,2.35,2.39,67.39800000000001,322,281,41,27.217510933963943,6,mixed,LWH,29000,8165.253280189183,43.08
12.0,2.35,2.39,67.39800000000001,212,192,20,24.083642922978697,9,pinwheel,WHL,29000,7225.092876893609,36.36
12.0,2.35,2.39,67.39800000000001,248,223,25,25.225930408259472,10,stacked,WHL,29000,7567.779122477842,38.13
5.9,2.35,2.39,33.137350000000005,231,218,13,20.62553616922407,0,mixed,mixed,28000,6187.660850767221,62.93
5.9,2.35,2.39,33.137350000000005,197,167,30,26.758410125000005,0,stacked,WHL,28000,8027.523037500001,82.46
5.9,2.35,2.39,33.137350000000005,276,248,28,15.70751918937535,0,brick,LWH,28000,4712.255756812605,48.93
12.0,2.35,2.39,67.39800000000001,110,80,30,14.975733927191094,0,pinwheel,mixed,29000,4492.7201781573285,22.11
12.0,2.35,2.39,67.39800000000001,136,124,12,8.401671637185553,7,pinwheel,WHL,29000,2520.501491155666,11.14
5.9,2.35,2.39,33.137350000000005,98,59,39,14.6384243625,19,mixed,WHL,28000,4391.52730875,44.52
5.9,2.35,2.39,33.137350000000005,84,43,41,19.51425967030736,0,stacked,WHL,28000,5854.277901092209,58.57
5.9,2.35,2.39,33.137350000000005,291,248,43,29.906458375000003,0,pinwheel,WHL,28000,8971.9375125,91.01
12.0,2.35,2.39,67.39800000000001,200,156,44,37.0082418,16,brick,mixed,29000,11102.47254,53.37
12.0,2.35,2.39,67.39800000000001,170,157,13,8.168156874732084,0,pinwheel,LWH,29000,2450.447062419625,9.79
5.9,2.35,2.39,33.137350000000005,178,156,22,16.251090840171305,0,brick,mixed,28000,4875.327252051391,47.71
5.9,2.35,2.39,33.137350000000005,275,240,35,25.46374022286918,0,brick,WHL,28000,7639.122066860754,77.86
12.0,2.35,2.39,67.39800000000001,277,258,19,26.62945403578876,3,mixed,LWH,29000,7988.836210736628,39.46
5.9,2.35,2.39,33.137350000000005,164,120,44,22.026396545,4,stacked,mixed,28000,6607.9189635,64.88
5.9,2.35,2.39,33.137350000000005,217,199,18,25.50581222865236,0,brick,mixed,28000,7651.743668595708,75.07
5.9,2.35,2.39,33.137350000000005,93,82,11,8.434119291913278,0,brick,LWH,28000,2530.2357875739835,24.74
12.0,2.35,2.39,67.39800000000001,172,142,30,26.25778511830826,0,mixed,WHL,29000,7877.335535492478,38.43
12.0,2.35,2.39,67.39800000000001,198,163,35,20.416886273330434,10,mixed,mixed,29000,6125.06588199913,31.52
12.0,2.35,2.39,67.39800000000001,45,37,8,5.549103178383086,0,brick,mixed,29000,1664.7309535149257,7.52
5.9,2.35,2.39,33.137350000000005,77,53,24,21.449281419681924,0,stacked,LWH,28000,6434.784425904577,67.17
12.0,2.35,2.39,67.39800000000001,284,244,40,23.399438993257846,0,mixed,WHL,29000,7019.8316979773535,35.99
5.9,2.35,2.39,33.137350000000005,287,242,45,22.477064505000005,8,stacked,LWH,28000,6743.119351500001,68.62
5.9,2.35,2.39,33.137350000000005,281,260,21,29.906458375000003,0,pinwheel,LWH,28000,8971.9375125,90.91
5.9,2.35,2.39,33.137350000000005,159,117,42,17.624415391182353,0,stacked,WHL,28000,5287.324617354706,52.3
12.0,2.35,2.39,67.39800000000001,116,86,30,25.24913073984321,0,brick,mixed,29000,7574.739221952963,40.32
12.0,2.35,2.39,67.39800000000001,133,103,30,18.078477792753336,0,mixed,WHL,29000,5423.543337826,29.16
5.9,2.35,2.39,33.137350000000005,192,162,30,23.941735375,0,stacked,mixed,28000,7182.5206125,74.1
5.9,2.35,2.39,33.137350000000005,45,31,14,8.095996787144506,0,pinwheel,mixed,28000,2428.7990361433517,22.93
5.9,2.35,2.39,33.137350000000005,101,68,33,23.610361875,0,mixed,WHL,28000,7083.1085625,71.07
5.9,2.35,2.39,33.137350000000005,67,36,31,16.99946055,14,mixed,WHL,28000,5099.838164999999,52.04
12.0,2.35,2.39,67.39800000000001,224,195,29,32.19444014310295,0,stacked,LWH,29000,9658.332042930886,47.29
12.0,2.35,2.39,67.39800000000001,91,69,22,12.991438752722523,0,brick,WHL,29000,3897.431625816757,20.93
12.0,2.35,2.39,67.39800000000001,185,177,8,14.227238871938164,0,stacked,LWH,29000,4268.171661581449,25.26
5.9,2.35,2.39,33.137350000000005,136,113,23,14.321112642747142,0,stacked,mixed,28000,4296.333792824143,45.44
12.0,2.35,2.39,67.39800000000001,111,91,20,18.178812226208834,4,brick,WHL,29000,5453.643667862651,27.41
5.9,2.35,2.39,33.137350000000005,264,256,8,18.141121087322798,0,brick,WHL,28000,5442.33632619684,54.07
12.0,2.35,2.39,67.39800000000001,269,238,31,21.72256606424694,0,brick,WHL,29000,6516.769819274082,30.3
12.0,2.35,2.39,67.39800000000001,193,166,27,24.71934455413905,0,brick,mixed,29000,7415.803366241715,34.87
12.0,2.35,2.39,67.39800000000001,106,67,39,13.77237696865225,0,brick,LWH,29000,4131.713090595675,24.47
12.0,2.35,2.39,67.39800000000001,102,74,28,24.38200682415563,0,brick,mixed,29000,7314.60204724669,35.85
12.0,2.35,2.39,67.39800000000001,108,66,42,20.90337980661505,0,brick,WHL,29000,6271.0139419845145,30.01
12.0,2.35,2.39,67.39800000000001,107,83,24,22.09602072977806,0,brick,WHL,29000,6628.806218933419,35.02
12.0,2.35,2.39,67.39800000000001,251,234,17,25.122012325693248,0,mixed,WHL,29000,7536.603697707975,35.66
5.9,2.35,2.39,33.137350000000005,301,269,32,20.9345208625,15,brick,WHL,28000,6280.35625875,63.7
12.0,2.35,2.39,67.39800000000001,160,145,15,11.951377737666592,0,stacked,mixed,29000,3585.4133212999777,17.07
5.9,2.35,2.39,33.137350000000005,304,260,44,23.610361875,0,mixed,WHL,28000,7083.1085625,72.26
5.9,2.35,2.39,33.137350000000005,142,93,49,26.797949327358545,0,brick,LWH,28000,8039.384798207563,80.19
5.9,2.35,2.39,33.137350000000005,169,133,36,24.34559806749119,0,brick,WHL,28000,7303.679420247357,72.93
12.0,2.35,2.39,67.39800000000001,102,93,9,9.603783252864261,0,pinwheel,LWH,29000,2881.1349758592783,10.7
5.9,2.35,2.39,33.137350000000005,286,281,5,12.0260506061542,0,pinwheel,mixed,28000,3607.81518184626,36.92
5.9,2.35,2.39,33.137350000000005,296,280,16,17.285709067706108,0,mixed,mixed,28000,5185.7127203118325,47.6
5.9,2.35,2.39,33.137350000000005,225,204,21,17.24375760873427,0,stacked,mixed,28000,5173.127282620281,51.78
5.9,2.35,2.39,33.137350000000005,148,125,23,20.0466600936164,10,brick,LWH,28000,6013.9980280849195,59.74
12.0,2.35,2.39,67.39800000000001,78,31,47,22.321593136088353,0,brick,mixed,29000,6696.477940826506,32.25
5.9,2.35,2.39,33.137350000000005,123,100,23,23.887268224219063,6,pinwheel,LWH,28000,7166.180467265719,73.5
5.9,2.35,2.39,33.137350000000005,152,119,33,26.758410125000005,0,stacked,LWH,28000,8027.523037500001,81.8
5.9,2.35,2.39,33.137350000000005,204,154,50,29.906458375000003,0,brick,LWH,28000,8971.9375125,90.2
12.0,2.35,2.39,67.39800000000001,72,48,24,17.54103728860472,0,mixed,WHL,29000,5262.311186581416,24.31
5.9,2.35,2.39,33.137350000000005,183,136,47,24.730205445301067,1,brick,WHL,28000,7419.06163359032,74.52
12.0,2.35,2.39,67.39800000000001,154,115,39,30.31566607216287,0,stacked,WHL,29000,9094.699821648861,43.8
5.9,2.35,2.39,33.137350000000005,195,162,33,19.140133360000004,18,pinwheel,WHL,28000,5742.040008000001,58.25
12.0,2.35,2.39,67.39800000000001,196,162,34,31.096564535759345,0,mixed,LWH,29000,9328.969360727804,46.91
5.9,2.35,2.39,33.137350000000005,176,170,6,9.786826426360214,0,stacked,LWH,28000,2936.047927908064,29.31
12.0,2.35,2.39,67.39800000000001,96,70,26,12.257632849293845,0,stacked,LWH,29000,3677.2898547881537,18.39
5.9,2.35,2.39,33.137350000000005,283,250,33,26.758410125000005,0,stacked,LWH,28000,8027.523037500001,80.69
12.0,2.35,2.39,67.39800000000001,156,134,22,12.295879054550948,0,mixed,mixed,29000,3688.7637163652844,17.39
5.9,2.35,2.39,33.137350000000005,264,256,8,20.99478421967524,0,pinwheel,LWH,28000,6298.435265902572,61.71
5.9,2.35,2.39,33.137350000000005,65,27,38,23.941735375,0,stacked,mixed,28000,7182.5206125,71.88
5.9,2.35,2.39,33.137350000000005,290,272,18,17.716884177500003,13,stacked,mixed,28000,5315.065253250001,49.82
5.9,2.35,2.39,33.137350000000005,150,105,45,29.906458375000003,0,pinwheel,WHL,28000,8971.9375125,87.3
12.0,2.35,2.39,67.39800000000001,298,257,41,32.63032528687711,3,stacked,mixed,29000,9789.097586063133,47.72
5.9,2.35,2.39,33.137350000000005,251,241,10,21.33999059086848,0,stacked,LWH,28000,6401.997177260544,66.33
5.9,2.35,2.39,33.137350000000005,270,228,42,26.758410125000005,0,brick,mixed,28000,8027.523037500001,80.52
12.0,2.35,2.39,67.39800000000001,243,235,8,20.77367386992188,0,mixed,WHL,29000,6232.102160976564,33.61
12.0,2.35,2.39,67.39800000000001,98,77,21,14.060780638327302,0,brick,WHL,29000,4218.234191498191,21.6
12.0,2.35,2.39,67.39800000000001,69,46,23,15.36823657236579,0,mixed,WHL,29000,4610.470971709737,21.35
5.9,2.35,2.39,33.137350000000005,123,118,5,7.756729988821272,0,brick,mixed,28000,2327.0189966463818,25.71
12.0,2.35,2.39,67.39800000000001,320,270,50,43.92772128164894,10,brick,LWH,29000,13178.316384494683,63.64
5.9,2.35,2.39,33.137350000000005,291,249,42,26.758410125000005,0,pinwheel,mixed,28000,8027.523037500001,79.7
12.0,2.35,2.39,67.39800000000001,330,283,47,40.864767432465435,0,mixed,WHL,29000,12259.43022973963,59.47
12.0,2.35,2.39,67.39800000000001,286,266,20,15.687871161675705,0,stacked,WHL,29000,4706.361348502712,22.31
12.0,2.35,2.39,67.39800000000001,281,268,13,29.7197591955807,0,stacked,WHL,29000,8915.92775867421,45.28
12.0,2.35,2.39,67.39800000000001,71,65,6,5.478487395851275,0,stacked,LWH,29000,1643.5462187553824,4.71
12.0,2.35,2.39,67.39800000000001,266,226,40,35.07684236014857,0,pinwheel,LWH,29000,10523.05270804457,52.41
5.9,2.35,2.39,33.137350000000005,96,75,21,16.7592147625,15,stacked,mixed,28000,5027.764428750001,49.76
12.0,2.35,2.39,67.39800000000001,305,255,50,43.544770136940066,0,brick,WHL,29000,13063.43104108202,63.31
12.0,2.35,2.39,67.39800000000001,221,216,5,7.398468332498609,20,brick,WHL,29000,2219.540499749583,11.36
12.0,2.35,2.39,67.39800000000001,214,207,7,13.85602671179661,0,pinwheel,LWH,29000,4156.808013538983,18.93
12.0,2.35,2.39,67.39800000000001,74,44,30,23.397212356557905,0,mixed,WHL,29000,7019.163706967372,32.8
5.9,2.35,2.39,33.137350000000005,188,163,25,23.328297915077712,0,brick,LWH,28000,6998.489374523314,67.52
5.9,2.35,2.39,33.137350000000005,196,159,37,21.914818479641852,0,mixed,WHL,28000,6574.445543892555,68.14
12.0,2.35,2.39,67.39800000000001,213,175,38,18.929637196019353,0,pinwheel,WHL,29000,5678.891158805806,26.92
5.9,2.35,2.39,33.137350000000005,201,184,17,18.313819505722805,0,brick,LWH,28000,5494.145851716841,55.14
12.0,2.35,2.39,67.39800000000001,319,289,30,37.867829715315715,0,mixed,LWH,29000,11360.348914594715,54.15
5.9,2.35,2.39,33.137350000000005,311,299,12,18.737308417382433,13,pinwheel,mixed,28000,5621.19252521473,56.44
12.0,2.35,2.39,67.39800000000001,190,179,11,14.212667826685841,8,brick,mixed,29000,4263.800348005752,22.24
5.9,2.35,2.39,33.137350000000005,311,295,16,24.912348809932276,0,pinwheel,LWH,28000,7473.704642979683,74.83
12.0,2.35,2.39,67.39800000000001,275,238,37,22.85171686333604,0,brick,WHL,29000,6855.5150590008125,32.88
5.9,2.35,2.39,33.137350000000005,95,46,49,26.758410125000005,0,stacked,WHL,28000,8027.523037500001,82.05
12.0,2.35,2.39,67.39800000000001,57,46,11,10.535070236139962,0,pinwheel,WHL,29000,3160.5210708419886,16.55
12.0,2.35,2.39,67.39800000000001,299,254,45,35.53021443204635,0,pinwheel,WHL,29000,10659.064329613904,50.95
12.0,2.35,2.39,67.39800000000001,268,235,33,21.327829044663357,0,brick,mixed,29000,6398.3487133990075,30.75
12.0,2.35,2.39,67.39800000000001,217,196,21,12.9368018743156,0,stacked,WHL,29000,3881.04056229468,16.74
12.0,2.35,2.39,67.39800000000001,153,125,28,29.28729961688515,20,brick,mixed,29000,8786.189885065545,43.89
12.0,2.35,2.39,67.39800000000001,249,212,37,23.227161495697057,0,mixed,WHL,29000,6968.1484487091175,32.19
5.9,2.35,2.39,33.137350000000005,151,128,23,23.610361875,0,mixed,WHL,28000,7083.1085625,72.76
5.9,2.35,2.39,33.137350000000005,52,39,13,5.020872946262078,0,stacked,mixed,28000,1506.2618838786234,16.33
12.0,2.35,2.39,67.39800000000001,84,65,19,11.02638396200186,17,mixed,WHL,29000,3307.915188600558,15.97
12.0,2.35,2.39,67.39800000000001,190,184,6,11.715500455279034,0,pinwheel,WHL,29000,3514.6501365837103,14.21
5.9,2.35,2.39,33.137350000000005,68,35,33,21.75595008710578,0,mixed,LWH,28000,6526.785026131734,67.42
12.0,2.35,2.39,67.39800000000001,70,56,14,8.933073393966925,0,pinwheel,WHL,29000,2679.9220181900773,12.64
5.9,2.35,2.39,33.137350000000005,97,58,39,21.643783266855248,0,mixed,LWH,28000,6493.134980056574,65.78
5.9,2.35,2.39,33.137350000000005,181,133,48,19.632223007500006,9,stacked,mixed,28000,5889.666902250002,61.63
12.0,2.35,2.39,67.39800000000001,307,278,29,30.03397892450903,0,brick,WHL,29000,9010.193677352709,44.65
12.0,2.35,2.39,67.39800000000001,85,45,40,29.830154335434052,0,mixed,mixed,29000,8949.046300630216,45.28
12.0,2.35,2.39,67.39800000000001,103,60,43,34.41778690011299,0,pinwheel,LWH,29000,10325.336070033898,48.87
5.9,2.35,2.39,33.137350000000005,319,283,36,26.758410125000005,0,stacked,WHL,28000,8027.523037500001,81.15
12.0,2.35,2.39,67.39800000000001,122,117,5,8.230723590003594,8,stacked,WHL,29000,2469.217077001078,13.39
12.0,2.35,2.39,67.39800000000001,243,224,19,24.96902991513783,19,mixed,LWH,29000,7490.70897454135,35.77
5.9,2.35,2.39,33.137350000000005,313,280,33,22.261686098810934,7,pinwheel,WHL,28000,6678.50582964328,67.51
5.9,2.35,2.39,33.137350000000005,302,294,8,20.250395081718406,0,stacked,mixed,28000,6075.118524515522,58.07
5.9,2.35,2.39,33.137350000000005,171,136,35,26.758410125000005,0,brick,mixed,28000,8027.523037500001,79.62
5.9,2.35,2.39,33.137350000000005,337,287,50,25.688073720000006,2,brick,mixed,28000,7706.422116000002,75.62
5.9,2.35,2.39,33.137350000000005,56,39,17,15.491530146055338,0,brick,LWH,28000,4647.4590438166015,46.34
12.0,2.35,2.39,67.39800000000001,56,48,8,4.94136283073448,0,mixed,WHL,29000,1482.408849220344,8.38
12.0,2.35,2.39,67.39800000000001,254,209,45,32.654331000000006,20,stacked,LWH,29000,9796.299300000002,48.86
5.9,2.35,2.39,33.137350000000005,258,238,20,17.04208189765589,9,brick,WHL,28000,5112.624569296767,50.23
12.0,2.35,2.39,67.39800000000001,271,222,49,42.966225,0,mixed,mixed,29000,12889.8675,62.04
12.0,2.35,2.39,67.39800000000001,255,247,8,12.369780232734199,0,mixed,WHL,29000,3710.9340698202595,18.39
12.0,2.35,2.39,67.39800000000001,269,241,28,33.50472363879044,0,stacked,LWH,29000,10051.417091637131,49.84
12.0,2.35,2.39,67.39800000000001,111,87,24,20.507472143078907,0,mixed,LWH,29000,6152.241642923672,29.6
5.9,2.35,2.39,33.137350000000005,258,240,18,17.6605506825,17,brick,mixed,28000,5298.165204749999,53.32
12.0,2.35,2.39,67.39800000000001,230,198,32,26.927080934015773,0,brick,WHL,29000,8078.124280204732,38.91
12.0,2.35,2.39,67.39800000000001,323,274,49,44.17938900000001,4,mixed,WHL,29000,13253.816700000003,63.38
12.0,2.35,2.39,67.39800000000001,251,209,42,29.436231270515265,15,brick,mixed,29000,8830.86938115458,42.72
12.0,2.35,2.39,67.39800000000001,328,296,32,21.1629088495436,11,brick,mixed,29000,6348.87265486308,32.6
12.0,2.35,2.39,67.39800000000001,172,146,26,20.114925904396728,0,brick,mixed,29000,6034.477771319018,29.95
5.9,2.35,2.39,33.137350000000005,311,287,24,19.426373686046627,7,pinwheel,mixed,28000,5827.912105813988,58.21
5.9,2.35,2.39,33.137350000000005,164,118,46,23.610361875,0,mixed,LWH,28000,7083.1085625,72.68
5.9,2.35,2.39,33.137350000000005,318,269,49,23.610361875,0,mixed,WHL,28000,7083.1085625,70.19
12.0,2.35,2.39,67.39800000000001,290,253,37,39.571315713794824,0,pinwheel,WHL,29000,11871.394714138447,56.47
5.9,2.35,2.39,33.137350000000005,237,226,11,11.754563071546109,0,mixed,LWH,28000,3526.3689214638325,34.85
12.0,2.35,2.39,67.39800000000001,135,125,10,10.007103441017858,0,pinwheel,LWH,29000,3002.131032305357,15.66
12.0,2.35,2.39,67.39800000000001,195,166,29,30.389491597661532,0,pinwheel,mixed,29000,9116.84747929846,41.93
12.0,2.35,2.39,67.39800000000001,81,67,14,11.305078502977107,0,brick,WHL,29000,3391.5235508931323,17.24
5.9,2.35,2.39,33.137350000000005,128,80,48,21.32439807953045,0,brick,LWH,28000,6397.319423859135,63.59
5.9,2.35,2.39,33.137350000000005,239,217,22,23.455506855395654,0,brick,mixed,28000,7036.652056618696,68.12
12.0,2.35,2.39,67.39800000000001,192,162,30,14.952104744396378,0,pinwheel,WHL,29000,4485.631423318913,21.68
12.0,2.35,2.39,67.39800000000001,299,293,6,19.10332133556611,0,pinwheel,LWH,29000,5730.996400669834,29.14
12.0,2.35,2.39,67.39800000000001,326,279,47,37.1797260296956,0,pinwheel,LWH,29000,11153.91780890868,54.79
12.0,2.35,2.39,67.39800000000001,279,247,32,38.008680957033434,0,brick,LWH,29000,11402.60428711003,56.1
5.9,2.35,2.39,33.137350000000005,289,264,25,26.758410125000005,0,stacked,LWH,28000,8027.523037500001,78.11
5.9,2.35,2.39,33.137350000000005,64,46,18,7.981214302163625,0,mixed,WHL,28000,2394.3642906490877,24.0
5.9,2.35,2.39,33.137350000000005,224,219,5,7.882387094943393,0,stacked,mixed,28000,2364.716128483018,24.05
5.9,2.35,2.39,33.137350000000005,275,250,25,19.738262527499998,17,brick,WHL,28000,5921.478758249999,56.09
5.9,2.35,2.39,33.137350000000005,71,42,29,16.853974631274234,19,brick,LWH,28000,5056.19238938227,51.48
5.9,2.35,2.39,33.137350000000005,321,271,50,26.758410125000005,0,stacked,WHL,28000,8027.523037500001,79.67
5.9,2.35,2.39,33.137350000000005,114,98,16,16.73564703420655,0,stacked,WHL,28000,5020.694110261965,51.2
5.9,2.35,2.39,33.137350000000005,168,126,42,26.758410125000005,0,stacked,WHL,28000,8027.523037500001,80.28
12.0,2.35,2.39,67.39800000000001,151,116,35,25.335130163399306,0,pinwheel,WHL,29000,7600.5390490197915,35.58
5.9,2.35,2.39,33.137350000000005,166,131,35,29.906458375000003,0,brick,WHL,28000,8971.9375125,91.75
12.0,2.35,2.39,67.39800000000001,145,122,23,13.301807716450103,0,pinwheel,LWH,29000,3990.542314935031,17.34
12.0,2.35,2.39,67.39800000000001,104,65,39,18.446393588756145,0,mixed,WHL,29000,5533.918076626844,25.55
12.0,2.35,2.39,67.39800000000001,84,73,11,4.827114501305017,0,mixed,LWH,29000,1448.134350391505,8.47
12.0,2.35,2.39,67.39800000000001,172,145,27,24.097405243689657,0,brick,LWH,29000,7229.221573106897,37.04
5.9,2.35,2.39,33.137350000000005,151,125,26,13.850085134842043,0,pinwheel,LWH,28000,4155.025540452613,43.4
12.0,2.35,2.39,67.39800000000001,173,154,19,11.542191818192713,0,brick,WHL,29000,3462.6575454578137,18.68
12.0,2.35,2.39,67.39800000000001,176,158,18,15.96535637200563,0,mixed,WHL,29000,4789.606911601689,24.6
5.9,2.35,2.39,33.137350000000005,132,95,37,18.1675521375,7,mixed,mixed,28000,5450.26564125,55.74
5.9,2.35,2.39,33.137350000000005,217,211,6,17.943875025,20,brick,WHL,28000,5383.1625075,54.42
5.9,2.35,2.39,33.137350000000005,137,112,25,23.279187571830267,4,brick,LWH,28000,6983.75627154908,70.69
12.0,2.35,2.39,67.39800000000001,280,275,5,18.783600657818337,2,pinwheel,LWH,29000,5635.080197345501,25.88
12.0,2.35,2.39,67.39800000000001,148,108,40,30.967616825592888,0,pinwheel,WHL,29000,9290.285047677866,46.52
12.0,2.35,2.39,67.39800000000001,114,88,26,12.325843503063298,0,pinwheel,mixed,29000,3697.7530509189896,16.57
5.9,2.35,2.39,33.137350000000005,280,248,32,19.3604967375,9,mixed,LWH,28000,5808.14902125,57.86
5.9,2.35,2.39,33.137350000000005,320,278,42,29.906458375000003,0,pinwheel,LWH,28000,8971.9375125,90.4
5.9,2.35,2.39,33.137350000000005,140,119,21,16.70287542191342,0,mixed,WHL,28000,5010.862626574026,51.4
5.9,2.35,2.39,33.137350000000005,80,48,32,17.544460506455234,0,mixed,WHL,28000,5263.33815193657,53.34
12.0,2.35,2.39,67.39800000000001,232,215,17,20.322979729595588,0,brick,LWH,29000,6096.893918878676,28.75
12.0,2.35,2.39,67.39800000000001,139,98,41,27.813664996608615,2,pinwheel,mixed,29000,8344.099498982585,39.59
5.9,2.35,2.39,33.137350000000005,99,66,33,23.69236113522839,0,pinwheel,LWH,28000,7107.708340568516,72.34
5.9,2.35,2.39,33.137350000000005,300,272,28,26.758410125000005,0,stacked,WHL,28000,8027.523037500001,81.98
5.9,2.35,2.39,33.137350000000005,135,88,47,29.906458375000003,0,pinwheel,WHL,28000,8971.9375125,89.13
5.9,2.35,2.39,33.137350000000005,232,196,36,26.758410125000005,0,brick,mixed,28000,8027.523037500001,77.44
5.9,2.35,2.39,33.137350000000005,55,42,13,6.473848720522148,20,pinwheel,WHL,28000,1942.1546161566444,18.52
12.0,2.35,2.39,67.39800000000001,132,87,45,36.85139729466024,0,stacked,mixed,29000,11055.419188398071,54.12
12.0,2.35,2.39,67.39800000000001,47,37,10,6.221632039153381,0,pinwheel,LWH,29000,1866.4896117460141,10.13
12.0,2.35,2.39,67.39800000000001,138,100,38,21.336664362678096,12,pinwheel,LWH,29000,6400.999308803429,32.77
5.9,2.35,2.39,33.137350000000005,242,228,14,16.985377666898568,20,brick,LWH,28000,5095.613300069571,50.64
5.9,2.35,2.39,33.137350000000005,279,255,24,16.99946055,14,mixed,LWH,28000,5099.838164999999,51.15
12.0,2.35,2.39,67.39800000000001,158,137,21,24.396745618304337,12,mixed,mixed,29000,7319.023685491301,35.44
12.0,2.35,2.39,67.39800000000001,134,115,19,14.66984881381525,0,mixed,LWH,29000,4400.954644144575,18.23
12.0,2.35,2.39,67.39800000000001,329,286,43,40.63656979526956,6,pinwheel,mixed,29000,12190.970938580867,57.83
12.0,2.35,2.39,67.39800000000001,270,253,17,23.90860138122985,13,brick,WHL,29000,7172.580414368955,36.13
5.9,2.35,2.39,33.137350000000005,266,251,15,17.81848479047447,0,mixed,WHL,28000,5345.545437142341,52.9
12.0,2.35,2.39,67.39800000000001,129,81,48,37.45318264600364,0,brick,LWH,29000,11235.954793801093,58.19
12.0,2.35,2.39,67.39800000000001,194,145,49,46.84118561075832,0,stacked,LWH,29000,14052.355683227497,69.57
12.0,2.35,2.39,67.39800000000001,195,186,9,9.961002751371232,12,stacked,WHL,29000,2988.3008254113697,16.55
12.0,2.35,2.39,67.39800000000001,127,78,49,38.446117230596535,0,mixed,LWH,29000,11533.835169178961,59.58
5.9,2.35,2.39,33.137350000000005,241,202,39,19.266055290000004,14,stacked,WHL,28000,5779.816587000001,60.08
12.0,2.35,2.39,67.39800000000001,264,249,15,22.507713608835356,0,pinwheel,WHL,29000,6752.314082650607,34.92
12.0,2.35,2.39,67.39800000000001,311,268,43,25.473700663805708,19,pinwheel,WHL,29000,7642.110199141713,36.99
12.0,2.35,2.39,67.39800000000001,301,276,25,27.393211399108466,6,mixed,WHL,29000,8217.96341973254,42.86
5.9,2.35,2.39,33.137350000000005,303,295,8,17.727972323066925,0,stacked,mixed,28000,5318.391696920077,54.34
5.9,2.35,2.39,33.137350000000005,270,232,38,27.513941705000004,4,pinwheel,WHL,28000,8254.182511500001,81.56
12.0,2.35,2.39,67.39800000000001,50,25,25,8.566685872684783,0,stacked,LWH,29000,2570.0057618054348,11.52
12.0,2.35,2.39,67.39800000000001,296,267,29,38.5324143103264,0,brick,WHL,29000,11559.724293097921,57.76
12.0,2.35,2.39,67.39800000000001,84,59,25,19.316053654164396,0,pinwheel,WHL,29000,5794.816096249318,27.43
12.0,2.35,2.39,67.39800000000001,309,271,38,27.09871133730856,0,stacked,LWH,29000,8129.613401192569,39.95
5.9,2.35,2.39,33.137350000000005,271,253,18,26.758410125000005,0,pinwheel,mixed,28000,8027.523037500001,83.05
12.0,2.35,2.39,67.39800000000001,108,85,23,13.161908919670177,0,brick,WHL,29000,3948.572675901053,19.53
5.9,2.35,2.39,33.137350000000005,239,198,41,17.943875025,12,mixed,WHL,28000,5383.1625075,52.81
12.0,2.35,2.39,67.39800000000001,343,300,43,38.6696025,5,mixed,mixed,29000,11600.88075,57.76
12.0,2.35,2.39,67.39800000000001,216,186,30,25.74672608233271,0,mixed,mixed,29000,7724.017824699813,38.33
5.9,2.35,2.39,33.137350000000005,72,58,14,10.47998224752201,0,mixed,mixed,28000,3143.994674256603,30.01
12.0,2.35,2.39,67.39800000000001,119,102,17,14.54234764772777,0,brick,LWH,29000,4362.7042943183305,19.67
12.0,2.35,2.39,67.39800000000001,305,281,24,24.34363952496899,0,brick,WHL,29000,7303.091857490696,39.79
12.0,2.35,2.39,67.39800000000001,101,56,45,21.329609477945375,0,stacked,mixed,29000,6398.882843383612,32.28
